timestamp,agent.name,syscheck.path,syscheck.event,rule.description,rule.level,rule.id
"May 7, 2025 @ 05:05:37.807","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.792","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.776","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.760","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.745","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.729","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.713","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.698","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.682","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.666","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.651","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.635","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.619","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.604","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.602","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-18","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.602","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:37.588","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-18","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.561","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-18","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:28.433","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\Security\SAM\Domains\Account","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:28.433","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\Security\SAM\Domains\Account","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:28.312","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\Security\Cache","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:28.312","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\Security\Cache","modified","Registry Key Integrity Checksum Changed","5","594"
